PNR,customer_email,account_number,reward_points_earned,reward_points_burned,total_reward_points,membership_tier_before_transaction,membership_tier,date_points_earned,points_before_transaction
HCXXKN,brenda.stewart@example.com,9988613623,13,145,169,Silver,Silver,8/31/2022,301
HCXXKN,kathleen.wood@example.org,8583103368,3336,0,3901,Silver,Gold,9/10/2021,565
NLXX12,rachel.munoz@example.org,8787613111,3412,0,4427,,Gold,9/8/2022,1015
ECXXP9,amanda.tucker@example.org,6811949001,155,0,488,Silver,Silver,6/23/2022,333
ATXX7J,elizabeth.perez@example.org,4733950819,2594,1149,5034,Gold,Diamond,6/23/2022,3589
O7XXWB,jeffrey.hernandez@example.com,4649894888,637,0,696,Silver,Silver,4/28/2022,59
O7XXWB,christina.lopez@example.com,8474661708,35,0,547,Silver,Silver,4/28/2022,512
G2XX8H,samuel.miller@example.com,2298556075,211,0,225,Silver,Silver,8/26/2022,14
HLXXLK,michelle.cooper@example.com,9967782826,134,424,598,Silver,Silver,8/26/2022,888
G2XX8H,victor.burgess@example.org,237349042,3459,0,3538,Silver,Gold,7/19/2022,79
B9XX40,phillip.blanchard@example.com,508583408,251,0,524,Silver,Silver,7/19/2022,273
NRXX59,james.hale@example.org,1449299573,33,0,55,Silver,Silver,4/19/2022,22
J0XXSE,danielle.boyle@example.net,4669728522,3452,0,3625,Silver,Gold,4/19/2022,173
NRXX59,mark.vang@example.net,8433597706,98,0,248,Silver,Silver,6/14/2022,150
HPXXL1,karen.campbell@example.com,8006589615,557,0,805,Silver,Silver,1/14/2022,248
ETXXG8,james.walsh@example.org,4462802117,75,0,3550,Gold,Gold,1/14/2022,3475
C5XXHE,maria.proctor@example.net,8839780673,700,215,917,Silver,Silver,6/15/2022,432
C5XXHE,donald.dennis@example.com,5898086427,2654,0,4404,,Gold,6/15/2022,1750
LCXXB7,david.massey@example.com,6193873362,33,0,351,Silver,Silver,11/2/2021,318
LCXXB7,ashley.johnson@example.net,6336503046,151,0,960,Silver,Silver,11/2/2021,809
PXXXQ2,austin.tyler@example.org,5989939366,1547,0,3554,Gold,Gold,8/1/2022,2007
IQXX48,justin.nelson@example.com,3704476776,330,0,916,Silver,Silver,8/1/2022,586
IDXXNP,ryan.caldwell@example.net,517751361,1484,0,3725,Gold,Gold,6/13/2022,2241
JJXXY8,john.love@example.net,1369811759,329,0,676,Silver,Silver,6/13/2022,347
JJXXY8,mary.white@example.net,2998959820,226,0,768,Silver,Silver,8/2/2022,542
PXXXQ2,william.christian@example.com,6425857142,5430,0,8191,Gold,Diamond,8/2/2022,2761
IDXXNP,jeremy.rogers@example.com,1181680537,24,0,305,Silver,Silver,8/2/2022,281
HCXXR2,emily.lewis@example.org,7834737127,3594,0,4984,,Gold,8/2/2022,1390
HCXXR2,jonathan.jimenez@example.com,8296261349,89,0,709,Silver,Silver,8/2/2022,620
IQXX48,janice.smith@example.com,4438905504,90,552,651,,Silver,6/22/2022,1113
GZXXJ7,kenneth.rasmussen@example.net,7487482534,411,0,608,Silver,Silver,6/22/2022,197
CPXXEF,duane.murillo@example.com,6602228288,114,0,145,Silver,Silver,6/22/2022,31
DSXX9S,angela.arnold@example.com,410286379,3573,754,4888,Gold,Gold,6/22/2022,2069
GZXXJ7,laura.wood@example.org,8810284724,185,0,385,Silver,Silver,6/22/2022,200
DSXX9S,ronald.guerrero@example.com,7428678223,395,0,683,Silver,Silver,2/18/2022,288
CPXXEF,xavier.howell@example.net,8403749860,465,0,571,Silver,Silver,2/18/2022,106
FVXX55,harold.walker@example.net,2956951098,1098,0,4019,Gold,Gold,9/6/2022,2921
ETXX9B,christopher.hudson@example.net,6491589996,4354,0,4679,Silver,Gold,9/6/2022,325
ETXX9B,michael.reed@example.com,3070366049,13,0,92,Silver,Silver,2/27/2022,79
CMXXKR,james.vance@example.net,7459179759,302,0,844,Silver,Silver,2/27/2022,542
LZXXF3,debra.mora@example.net,362347035,504,0,873,Silver,Silver,8/10/2022,369
DDXXDJ,darrell.aguirre@example.org,6304841685,158,0,919,Silver,Silver,8/10/2022,761
DGXXMW,debra.baldwin@example.net,604090508,84,186,472,Silver,Silver,5/24/2022,574
GJXXKT,rachel.sanchez@example.net,1932059977,269,0,300,Silver,Silver,5/24/2022,31
IPXXN7,joseph.chavez@example.org,3334945565,3972,0,7213,Gold,Diamond,12/20/2021,3241
LZXXF3,michelle.carey@example.org,3010091128,3247,0,4148,Silver,Gold,12/20/2021,901
IPXXN7,breanna.gardner@example.org,1868503441,72,0,4830,Gold,Gold,4/10/2022,4758
LNXX17,michael.blanchard@example.org,1075860650,1181,0,3643,Gold,Gold,4/10/2022,2462
DGXXMW,karen.richards@example.net,6994780310,426,0,747,Silver,Silver,4/22/2022,321
LNXX17,sara.roach@example.net,3948232509,865,0,4003,Gold,Gold,4/22/2022,3138
DDXXDJ,natalie.lewis@example.net,717536757,2533,0,3539,,Gold,1/16/2022,1006
DGXXMW,sarah.jones@example.org,6519171983,4163,0,4587,Silver,Gold,1/16/2022,424
DGXXMW,mark.cantu@example.com,2176618142,774,0,863,Silver,Silver,3/27/2022,89
IJXXF9,justin.wade@example.org,9262139003,3436,0,4262,Silver,Gold,3/27/2022,826
NMXXDZ,michelle.lowe@example.com,4060981439,277,0,376,Silver,Silver,6/8/2022,99
IJXXF9,robert.gilmore@example.com,1208163724,51,0,218,Silver,Silver,6/8/2022,167
MBXXYX,bernard.jenkins@example.org,3871444983,560,0,633,Silver,Silver,5/1/2022,73
MBXXYX,leslie.gonzales@example.org,3341064608,2985,0,8673,Diamond,Diamond,5/1/2022,5688
ADXXJ8,matthew.wright@example.net,1905311817,91,0,138,Silver,Silver,7/20/2022,47
P9XXVE,angela.perez@example.com,1385154479,462,0,2835,Gold,Gold,7/20/2022,2373
ADXXJ8,javier.rodriguez@example.org,3232501995,973,0,3588,Gold,Gold,8/18/2021,2615
MRXXXC,cheryl.williams@example.org,927540002,330,0,413,Silver,Silver,8/18/2021,83
DMXXWV,amber.smith@example.com,3372276619,86,234,552,Silver,Silver,12/12/2021,700
J5XXED,andres.hart@example.net,5615756642,2312,0,3207,Silver,Gold,12/12/2021,895
DMXXWV,jeffery.roberts@example.net,1275552947,223,0,4156,Gold,Gold,7/1/2022,3933
AFXXBH,timothy.lamb@example.org,2844090305,809,0,955,Silver,Silver,7/1/2022,146
AFXXBH,marc.villanueva@example.org,8859680465,393,0,897,Silver,Silver,8/12/2022,504
LRXXDR,traci.barnes@example.net,1444371855,132,0,227,Silver,Silver,7/11/2022,95
EJXX7W,haley.warren@example.net,3063384987,574,0,2794,Gold,Gold,9/3/2021,2220
GZXXYJ,kimberly.moore@example.org,1556923761,141,0,2270,Gold,Gold,9/3/2021,2129
GZXXYJ,mitchell.sanchez@example.com,1660250564,591,0,4576,Gold,Gold,2/25/2022,3985
IWXX3L,noah.peterson@example.com,884631997,3897,0,4691,Silver,Gold,2/25/2022,794
LRXXDR,derek.mckay@example.com,5501116022,36,0,456,Silver,Silver,9/6/2022,420
L1XXW2,katrina.farmer@example.com,7382219794,386,231,853,Silver,Silver,9/6/2022,698
L1XXW2,peter.jackson@example.org,4488436933,68,0,287,Silver,Silver,2/2/2022,219
CWXXJ6,angela.mckenzie@example.com,3499959836,274,0,837,Silver,Silver,2/2/2022,563
FBXXPH,judith.patton@example.com,4626169863,923,0,2414,,Gold,5/11/2022,1491
CWXXJ6,mary.morrison@example.org,1115661466,391,0,793,Silver,Silver,5/23/2022,402
BPXX5J,heather.lloyd@example.net,8822254281,10282,0,22201,Platinum,Platinum,5/23/2022,11919
BPXX5J,michael.keith@example.com,4111355333,3863,0,8107,Gold,Diamond,11/9/2021,4244
EXXXWT,dana.payne@example.com,6147889161,359,0,504,Silver,Silver,11/9/2021,145
A1XXBY,andrea.esparza@example.com,56518456,106,0,864,Silver,Silver,7/17/2022,758
A1XXBY,erica.ramirez@example.com,650999102,504,0,4953,Gold,Gold,7/17/2022,4449
EXXXWT,kimberly.maldonado@example.com,5956124341,468,0,781,Silver,Silver,7/17/2022,313
HMXXMK,linda.henry@example.com,8288805342,4,0,4244,Gold,Gold,7/17/2022,4240
O5XX5T,christopher.jones@example.net,959674729,28,0,3397,Gold,Gold,7/30/2021,3369
O5XX5T,kari.castro@example.com,1622418675,26,0,69,Silver,Silver,7/30/2021,43
BYXX6X,douglas.sweeney@example.net,4833717569,185,0,753,Silver,Silver,7/30/2021,568
BYXX6X,calvin.le@example.org,1591485540,293,0,4856,Gold,Gold,7/30/2021,4563
LMXX4N,elizabeth.alexander@example.org,447791966,222,0,269,Silver,Silver,9/5/2022,47
DVXX20,anthony.sexton@example.com,9158206597,1083,0,3233,Gold,Gold,9/5/2022,2150
DVXX20,brian.howard@example.org,959942933,6237,0,9743,Gold,Diamond,7/27/2022,3506
DTXXSB,jonathan.molina@example.com,7270463046,3299,0,4445,,Gold,5/31/2022,1146
DJXXRJ,taylor.ross@example.net,3707614470,87,0,339,Silver,Silver,5/31/2022,252
GFXXSH,johnny.porter@example.org,3336231547,1391,0,4301,Gold,Gold,1/30/2022,2910
P8XX1C,denise.stewart@example.com,4375519121,9393,0,22725,Platinum,Platinum,2/10/2022,13332
P8XX1C,robin.ellis@example.org,3238791997,544,0,555,Silver,Silver,2/10/2022,11
I7XXW9,brian.davis@example.org,2937882532,1701,0,3940,Gold,Gold,5/30/2022,2239
DTXXSB,nancy.walker@example.com,2414266961,168,176,475,Silver,Silver,8/20/2022,483
DJXXRJ,carrie.cameron@example.net,6796231436,1445,0,2424,Silver,Gold,8/20/2022,979
DJXXRJ,aaron.franklin@example.com,7613783077,124,0,181,Silver,Silver,3/17/2022,57
DJXXRJ,james.hogan@example.com,1262772599,286,0,399,Silver,Silver,3/17/2022,113
I7XXW9,michael.miller@example.org,2307007483,199,0,597,Silver,Silver,7/31/2022,398
GFXXSH,carolyn.edwards@example.com,764373156,170,0,219,Silver,Silver,8/2/2022,49
NRXX9K,steven.thomas@example.net,8550591286,108,0,126,Silver,Silver,8/2/2022,18
NRXX9K,lisa.jackson@example.com,1467029592,331,0,378,Silver,Silver,9/11/2022,47
H9XX79,leslie.barrera@example.com,6080254025,284,0,504,Silver,Silver,9/11/2022,220
OKXXLM,joseph.miller@example.org,3658240000,88,0,8594,Diamond,Diamond,12/23/2021,8506
B9XX9H,katie.williams@example.com,714035315,429,0,581,Silver,Silver,12/23/2021,152
PHXX2W,kevin.day@example.com,6183089766,980,0,2518,,Gold,7/29/2022,1538
B9XX9H,jeffrey.graves@example.org,4822716169,377,0,579,Silver,Silver,8/12/2022,202
PHXX2W,joshua.robertson@example.org,7229006615,32,0,585,Silver,Silver,8/12/2022,553
DZXXVP,brittany.moody@example.net,7122319278,1902,0,2428,Silver,Gold,8/5/2021,526
CQXX55,michael.douglas@example.com,3725389969,155,0,266,Silver,Silver,8/5/2021,111
DZXXVP,thomas.scott@example.com,1313220407,189,0,979,Silver,Silver,4/20/2022,790
LLXXNK,antonio.jackson@example.net,3993451351,885,0,4105,Gold,Gold,4/20/2022,3220
ESXXMK,jessica.brooks@example.org,5505338030,35,0,51,Silver,Silver,4/6/2022,16
FMXXYP,cathy.jackson@example.net,1660978966,3870,0,9517,Diamond,Diamond,4/6/2022,5647
LLXXK6,katelyn.cline@example.com,2188850004,9,0,11,Silver,Silver,6/26/2022,2
FMXXYP,christine.white@example.net,4464904136,202,0,425,Silver,Silver,6/26/2022,223
LLXXK6,wesley.ponce@example.net,2118675843,510,0,4485,Gold,Gold,6/12/2022,3975
LKXXXQ,emily.walter@example.org,9269161414,3,0,5,Silver,Silver,6/12/2022,2
IDXXMD,brett.ali@example.org,49754409,151,0,237,Silver,Silver,11/15/2021,86
IDXXMD,kelly.lopez@example.net,3073626360,286,0,538,Silver,Silver,11/15/2021,252
I6XX32,karl.graham@example.net,8463412150,36,0,193,Silver,Silver,1/25/2022,157
I6XX32,dana.brown@example.net,8055235394,1894,0,5126,Gold,Diamond,1/25/2022,3232
B0XX0G,stephen.patel@example.org,1871189487,602,0,743,Silver,Silver,2/22/2022,141
B0XX0G,david.bennett@example.com,1364476416,535,0,574,Silver,Silver,2/22/2022,39
CRXX7W,pamela.ward@example.org,5665472329,146,0,590,Silver,Silver,6/24/2022,444
CRXX7W,aaron.williams@example.org,2195178256,150,0,233,Silver,Silver,7/23/2022,83
J9XXMG,valerie.oconnor@example.net,3347767743,1723,0,4289,Gold,Gold,7/23/2022,2566
J9XXMG,steven.morrison@example.net,3286354285,9124,0,9537,Silver,Diamond,5/6/2022,413
PQXXMQ,julie.meyer@example.net,1920401943,74,0,299,Silver,Silver,5/6/2022,225
MYXXPC,deanna.santos@example.net,8634061767,682,0,942,Silver,Silver,5/6/2022,260
PQXXMQ,elizabeth.stephens@example.org,5891161552,348,0,901,Silver,Silver,12/7/2021,553
MYXXPC,michael.fernandez@example.org,5484244327,113,0,182,Silver,Silver,12/7/2021,69
HLXXKD,denise.pham@example.com,9073769201,1510,0,11927,Platinum,Platinum,12/7/2021,10417
HLXXKD,katherine.hughes@example.com,7390649043,274,0,609,Silver,Silver,8/2/2022,335
FKXXT0,nathan.love@example.net,7910595465,100,0,155,Silver,Silver,8/2/2022,55
FKXXT0,kristina.jackson@example.org,1888391113,319,0,926,Silver,Silver,8/2/2022,607
ELXXB7,david.barber@example.org,7641042482,200,0,806,Silver,Silver,8/2/2022,606
IXXXSY,jessica.cunningham@example.com,9735524834,751,0,2208,,Gold,9/16/2022,1457
ELXXB7,kathryn.hopkins@example.com,724052198,365,603,2650,Gold,Gold,7/13/2022,2888
IXXXSY,eric.conley@example.net,21655410,231,0,3634,Gold,Gold,7/13/2022,3403
L2XX0M,victoria.garrison@example.net,2821962346,2488,0,4214,,Gold,7/13/2022,1726
GDXXL8,andre.burnett@example.org,8834300051,102,0,2034,,Gold,9/21/2022,1932
M5XXKH,timothy.brock@example.com,5100935624,8,3407,4115,Diamond,Gold,9/21/2022,7514
GDXXL8,bobby.richard@example.net,3898139935,23,0,236,Silver,Silver,9/21/2022,213
M5XXKH,lisa.krueger@example.net,1621125059,361,0,497,Silver,Silver,9/21/2022,136
O9XXYK,andrea.alexander@example.org,9897236989,844,0,979,Silver,Silver,11/28/2021,135
A3XXSG,matthew.cunningham@example.org,1796978184,41,0,417,Silver,Silver,11/28/2021,376
A3XXSG,patrick.kirby@example.org,7474405997,6028,0,6107,Silver,Diamond,2/6/2022,79
LLXXK4,craig.briggs@example.org,5051020341,130,0,147,Silver,Silver,11/1/2021,17
LLXXK4,alexander.schaefer@example.com,3801934493,4,0,6,Silver,Silver,9/26/2022,2
CXXX8X,melissa.mcdowell@example.org,4081438401,66,0,300,Silver,Silver,9/26/2022,234
CXXX8X,nathan.obrien@example.net,7373561039,1191,2325,4064,Diamond,Gold,7/7/2022,5198
L8XXF9,phillip.jacobs@example.com,1210781250,1672,0,3148,,Gold,7/7/2022,1476
L8XXF9,jeremy.williams@example.org,394475148,115,0,137,Silver,Silver,4/29/2022,22
NNXXZ6,darrell.daniel@example.net,5088941551,36,1,37,Silver,Silver,4/29/2022,2
AVXXY1,lisa.smith@example.net,1774327884,695,0,865,Silver,Silver,6/8/2022,170
NGXXV4,ethan.johnson@example.net,3624540351,426,0,486,Silver,Silver,2/10/2022,60
AVXXY1,connie.nelson@example.com,8484318014,3608,0,4568,Silver,Gold,10/27/2021,960
NGXXV4,john.vega@example.org,8757241236,817,0,886,Silver,Silver,5/11/2022,69
PTXXHT,zachary.bullock@example.com,5769258249,250,0,9004,Diamond,Diamond,5/11/2022,8754
PTXXHT,david.jones@example.net,7460296248,576,112,901,Silver,Silver,7/8/2022,437
JNXXMR,brett.williamson@example.net,3422090999,15296,0,21425,Diamond,Platinum,7/8/2022,6129
JNXXMR,michael.owen@example.org,4726557344,4,0,328,Silver,Silver,8/31/2021,324
IFXXG7,trevor.brock@example.org,4774645977,199,0,243,Silver,Silver,8/31/2021,44
P6XX87,randall.west@example.net,6652524081,446,0,456,Silver,Silver,7/6/2022,10
P6XX87,olivia.garner@example.org,6666812503,1299,0,3239,,Gold,7/6/2022,1940
IFXXG7,richard.garcia@example.com,7437674894,73,0,2167,Gold,Gold,8/28/2022,2094
MFXX8B,kimberly.coleman@example.org,2691873207,2492,0,3792,,Gold,8/28/2022,1300
MFXX8B,timothy.cook@example.com,523139176,97,0,744,Silver,Silver,8/28/2022,647
D1XXHK,justin.anderson@example.net,7559074016,17,0,3437,Gold,Gold,6/28/2022,3420
GXXX0H,janice.ball@example.com,6136307898,475,0,965,Silver,Silver,6/28/2022,490
GXXX0H,jessica.scott@example.com,6026024986,327,0,963,Silver,Silver,3/18/2022,636
NDXXXN,willie.mueller@example.net,4464342326,370,0,610,Silver,Silver,3/18/2022,240
G6XXE9,raymond.hendricks@example.com,79515234,113,0,477,Silver,Silver,2/1/2022,364
G6XXE9,thomas.russo@example.com,6095874239,309,0,2731,Gold,Gold,2/1/2022,2422
D0XXP7,stephanie.baker@example.com,6662174912,27,0,554,Silver,Silver,8/29/2022,527
I2XXZZ,samuel.gardner@example.com,6463903064,36,0,119,Silver,Silver,8/29/2022,83
JHXXYE,marco.perkins@example.org,330508049,45,0,63,Silver,Silver,8/20/2022,18
JHXXYE,heather.powers@example.org,9099292339,84,0,363,Silver,Silver,8/20/2022,279
I2XXZZ,joe.mccarthy@example.org,5551653705,4439,0,4572,Silver,Gold,8/20/2022,133
MLXXFD,lauren.cox@example.net,4471447590,115,0,289,Silver,Silver,3/15/2022,174
MHXXJD,timothy.murray@example.net,9627594274,345,0,552,Silver,Silver,3/15/2022,207
L8XXC3,amber.joseph@example.com,2713234696,457,0,953,Silver,Silver,8/28/2022,496
B5XXRZ,richard.ferrell@example.com,1324451471,142,0,590,Silver,Silver,8/28/2022,448
MHXXJD,philip.allen@example.org,3256833548,558,0,807,Silver,Silver,2/21/2022,249
LJXXWH,lindsay.martinez@example.net,5456991752,312,0,401,Silver,Silver,2/21/2022,89
B5XXRZ,thomas.rose@example.com,8706812625,3278,171,3798,Silver,Gold,2/21/2022,691
MLXXFD,danielle.hansen@example.net,8489227826,259,0,887,Silver,Silver,4/3/2022,628
HKXX32,christopher.walsh@example.net,4243300496,231,0,883,Silver,Silver,4/3/2022,652
HKXX32,jack.terry@example.org,6879854792,630,0,2012,,Gold,4/3/2022,1382
LJXXWH,sean.wilson@example.org,5749624735,323,0,573,Silver,Silver,1/3/2022,250
L8XXC3,debra.garcia@example.org,4192247664,156,0,2569,Gold,Gold,1/3/2022,2413
PYXXYX,mary.nunez@example.net,5375881334,4388,0,4805,Silver,Gold,8/14/2022,417
PYXXYX,angela.taylor@example.com,323254332,1,0,1,Silver,Silver,8/14/2022,0
BNXXW9,jamie.morrison@example.com,9395786800,525,0,597,Silver,Silver,10/16/2021,72
G6XX9R,vincent.smith@example.com,9203531315,62,0,64,Silver,Silver,10/16/2021,2
BNXXW9,alan.moore@example.org,2575508405,40,0,84,Silver,Silver,8/31/2022,44
G6XX9R,william.dudley@example.com,6452188024,1427,0,2348,Silver,Gold,8/31/2022,921
B6XX8V,gabrielle.reynolds@example.net,2073339516,7385,0,7667,Silver,Diamond,4/29/2022,282
B6XX8V,jessica.trevino@example.net,300545987,4710,0,5151,Silver,Diamond,4/29/2022,441
NQXX88,robert.fox@example.net,2137042705,114,0,997,Silver,Silver,1/31/2022,883
NQXX88,leonard.reynolds@example.org,6451880315,840,0,899,Silver,Silver,1/31/2022,59
DPXXQ8,betty.chung@example.net,8790378041,274,0,785,Silver,Silver,3/2/2022,511
JTXXKS,christine.rivera@example.org,4853160676,269,0,413,Silver,Silver,8/3/2022,144
E4XXH8,sean.ortega@example.net,1191014664,228,0,437,Silver,Silver,8/3/2022,209
E4XXH8,kyle.porter@example.net,4301651697,2028,0,4044,Gold,Gold,3/2/2022,2016
GFXXY2,scott.lyons@example.org,7937609900,5086,0,5581,Silver,Diamond,3/2/2022,495
C7XXBV,kelly.hunt@example.com,9725823316,3442,0,8744,Diamond,Diamond,1/24/2022,5302
H1XXY9,stephen.scott@example.net,8078635504,73,0,462,Silver,Silver,1/24/2022,389
JKXXS1,cheryl.farrell@example.org,575253187,10793,1025,17498,Diamond,Platinum,5/8/2022,7730
JKXXS1,sarah.crawford@example.com,6817831119,902,0,2120,,Gold,5/8/2022,1218
IJXXQC,derrick.reid@example.com,6153652505,125,0,175,Silver,Silver,6/12/2022,50
F3XXPQ,helen.woods@example.net,1853342015,86,0,687,Silver,Silver,2/9/2022,601
F3XXPQ,phyllis.kennedy@example.net,9964717955,146,0,476,Silver,Silver,12/24/2021,330
EXXXM3,caitlin.carey@example.com,1739115638,336,0,567,Silver,Silver,12/24/2021,231
JQXXDR,jonathan.wilkins@example.org,8138938041,4303,142,4788,Silver,Gold,3/5/2022,627
JQXXDR,david.gamble@example.org,421547894,289,0,497,Silver,Silver,3/5/2022,208
EXXXM3,isaac.fritz@example.com,420396526,28,0,185,Silver,Silver,5/4/2022,157
IHXXS3,gregory.mason@example.org,9379204654,146,0,837,Silver,Silver,5/4/2022,691
GYXXKB,tracy.ibarra@example.net,422889626,427,0,598,Silver,Silver,3/4/2022,171
N6XXP6,jeffrey.glass@example.com,7107432278,144,0,554,Silver,Silver,3/22/2022,410
B0XXTX,kayla.chapman@example.com,5045508977,104,0,143,Silver,Silver,3/22/2022,39
B0XXTX,kylie.schneider@example.org,7743935666,245,0,250,Silver,Silver,4/14/2022,5
GNXX3G,william.anderson@example.com,743404248,230,0,482,Silver,Silver,8/26/2022,252
IHXXS3,diana.manning@example.com,2618921711,2157,0,5104,Gold,Diamond,8/26/2022,2947
N6XXP6,linda.taylor@example.com,4627018447,98,109,428,Silver,Silver,8/3/2022,439
GYXXKB,madison.fitzpatrick@example.com,9699245224,56,0,439,Silver,Silver,9/2/2022,383
EFXX45,daniel.farrell@example.org,6366284627,23,20,43,Silver,Silver,9/2/2022,40
D4XXWD,christopher.nelson@example.com,3992978703,399,0,962,Silver,Silver,2/8/2022,563
D4XXWD,andrew.chan@example.net,7582855798,183,0,995,Silver,Silver,8/28/2022,812
EFXX45,christy.chavez@example.com,2859067094,1740,0,8711,Diamond,Diamond,9/3/2022,6971
PDXXMH,ashley.martinez@example.com,9355517549,77,140,586,Silver,Silver,9/3/2022,649
PDXXMH,joyce.reilly@example.net,8405790867,1054,0,3281,Gold,Gold,7/4/2022,2227
J2XXNW,heather.cole@example.com,2098886547,222,0,545,Silver,Silver,7/4/2022,323
EZXXZB,russell.berry@example.org,5335356451,62,0,273,Silver,Silver,8/8/2022,211
GGXXX1,rebecca.marshall@example.org,4899184602,251,0,535,Silver,Silver,8/8/2022,284
BEXXYZ,michael.mcdaniel@example.org,7068382081,207,0,346,Silver,Silver,7/21/2022,139
EZXXZB,william.marquez@example.com,8392778067,368,0,2131,,Gold,7/21/2022,1763
BEXXYZ,michelle.garcia@example.net,5979957517,480,0,2519,Gold,Gold,6/27/2022,2039
F6XXP3,anthony.parker@example.com,2558581429,3789,0,4347,Silver,Gold,6/27/2022,558
F6XXP3,matthew.carter@example.net,6937978169,711,114,962,Silver,Silver,12/27/2021,365
NEXXSR,michael.gill@example.net,7057120459,120,0,368,Silver,Silver,12/27/2021,248
NEXXSR,christopher.jordan@example.org,7084931726,76,0,87,Silver,Silver,5/29/2022,11
KYXXEB,randy.kim@example.net,1139737736,500,0,656,Silver,Silver,5/29/2022,156
KYXXEB,robert.moore@example.net,8144791705,428,0,446,Silver,Silver,3/2/2022,18
ORXX92,leah.johnson@example.com,7848350346,35,0,38,Silver,Silver,3/2/2022,3
ORXX92,courtney.thompson@example.org,7013565721,733,0,851,Silver,Silver,3/2/2022,118
KZXXR9,jesse.mason@example.com,5864952797,256,0,525,Silver,Silver,5/1/2022,269
P0XXB0,hailey.howard@example.net,6779262815,216,0,505,Silver,Silver,5/1/2022,289
CKXXXB,kayla.lee@example.net,6612552732,101,0,18784,Platinum,Platinum,5/1/2022,18683
CKXXXB,jane.mosley@example.com,1283198178,85,0,122,Silver,Silver,9/9/2022,37
CLXX34,stephen.matthews@example.com,1173917341,888,0,2007,,Gold,9/9/2022,1119
CLXX34,brian.cervantes@example.net,6520659365,445,0,3007,Gold,Gold,4/16/2022,2562
J2XX1J,richard.chavez@example.org,6173200746,689,0,729,Silver,Silver,4/16/2022,40
EFXX38,stephanie.beasley@example.com,5265200490,9,0,33,Silver,Silver,9/3/2022,24
